$`subj 1200`
$`subj 1200`$power
 [1] 0.316 1.000 1.000 0.741 0.266 0.067 0.086 0.879 1.000 0.053 0.576

$`subj 1200`$p
                [,1]         [,2] [,3]         [,4]         [,5]         [,6]         [,7]         [,8]
  [68,] 8.693582e-04 3.111340e-07    0 2.675012e-02 4.652598e-02 0.9272344078 0.0906174799 2.937804e-03
  [69,] 3.591155e-04 1.332268e-15    0 6.485485e-03 6.195980e-01 0.4311442106 0.5153698852 4.822138e-03
  [70,] 2.746596e-02 7.809990e-07    0 5.109362e-05 2.970694e-01 0.6359157295 0.2856780183 1.550876e-03
  [71,] 5.780574e-05 8.437695e-14    0 2.996920e-03 1.056098e-02 0.6121799177 0.8418894386 3.254125e-04
  [72,] 3.830194e-02 5.129230e-11    0 2.752877e-02 4.798949e-01 0.2762485401 0.3792865869 2.657990e-06
  [73,] 5.470054e-02 1.847944e-11    0 3.690764e-03 1.787597e-02 0.0360453966 0.0641507399 1.107879e-03
  [74,] 2.236191e-01 3.545830e-12    0 2.769424e-01 1.275119e-01 0.2886240453 0.4276939417 4.063371e-01
  [75,] 3.494188e-01 7.383394e-07    0 5.675368e-05 1.062779e-01 0.8741940244 0.0407080386 1.445859e-04
  [76,] 8.876682e-01 1.321448e-06    0 4.804302e-03 7.831531e-02 0.0829371177 0.8748780115 6.281882e-04
  [77,] 5.104211e-01 6.130568e-09    0 1.593240e-01 4.812426e-01 0.9744254999 0.9006480343 1.943314e-02
  [78,] 3.245260e-01 6.386864e-09    0 4.755841e-04 1.114613e-01 0.7976904317 0.2726355969 3.773246e-03
  [79,] 1.240106e-01 1.378316e-07    0 9.818379e-02 9.217184e-01 0.7201988990 0.4609296938 8.428349e-05
  [80,] 4.209082e-02 1.149071e-08    0 1.551370e-02 4.480309e-01 0.8468197654 0.5921830965 2.820107e-03
  [81,] 9.014086e-03 1.950179e-08    0 1.283113e-01 2.104885e-01 0.0640556000 0.8786808606 7.591962e-02
  [82,] 3.131737e-01 2.577848e-07    0 6.353811e-03 8.884892e-03 0.2560681636 0.2086256620 1.709601e-04
  [83,] 1.575105e-03 1.826704e-07    0 1.291262e-03 9.164567e-02 0.9357500201 0.4009925056 2.352107e-02
  [84,] 8.841854e-01 3.095416e-06    0 3.374600e-02 8.280413e-01 0.2226794749 0.9327762978 8.497281e-03
  [85,] 1.361772e-01 1.664231e-07    0 2.780117e-04 7.716212e-02 0.2118081963 0.1512343720 4.068381e-04
  [86,] 5.227171e-02 6.867396e-12    0 7.000580e-03 4.755264e-01 0.5158211948 0.1938404854 3.751944e-07
  [87,] 1.979381e-01 1.479725e-10    0 1.332019e-02 3.943629e-01 0.4362495537 0.5306712878 1.119199e-04
  [88,] 2.379683e-01 2.781911e-07    0 3.414375e-02 1.296428e-01 0.9378660810 0.7372884530 9.464224e-03
  [89,] 8.424111e-02 3.552714e-15    0 1.809909e-01 2.593269e-01 0.1253342764 0.8059139758 1.428981e-01
  [90,] 6.470396e-02 3.536460e-11    0 1.219453e-02 1.066704e-01 0.2099647258 0.4254319644 9.851962e-03
                [,9]       [,10]        [,11]
   [1,] 3.148418e-07 0.716305279 8.325186e-02
   [2,] 2.482991e-05 0.420112358 1.211055e-01
   [3,] 7.132989e-06 0.598779369 5.256906e-01
   [4,] 3.685940e-14 0.049384730 1.009491e-03
   [5,] 1.571802e-07 0.857754137 5.145556e-02
   [6,] 1.411187e-10 0.497143779 1.520713e-02
   [7,] 1.111555e-12 0.317335008 7.879254e-04
   [8,] 1.776357e-15 0.130464744 7.923772e-03
   [9,] 4.935081e-05 0.145647269 2.143676e-01
  [10,] 1.495431e-07 0.653826269 2.263223e-02
  [11,] 6.381562e-13 0.244114748 1.004408e-02
  [12,] 1.076703e-10 0.893154676 6.036414e-04
  [13,] 8.788808e-08 0.993517957 3.277438e-01
  [14,] 1.485263e-08 0.526351282 3.618823e-03
  [15,] 2.634674e-05 0.688429867 8.903039e-01
  [16,] 3.401404e-07 0.370784582 4.969325e-01
  [17,] 1.172100e-10 0.630100338 2.044227e-03
  [18,] 7.879475e-12 0.636455389 3.603764e-02
  [19,] 9.852676e-07 0.621678281 1.671732e-02
  [20,] 2.110312e-12 0.172224388 1.597386e-03
  [21,] 5.763533e-09 0.488661109 4.356821e-03
  [22,] 5.608323e-09 0.967107486 2.634982e-02
  [23,] 1.325866e-07 0.689778315 4.353803e-02
  [24,] 3.774758e-15 0.043354403 1.197307e-02
  [25,] 7.684863e-05 0.681773661 3.817032e-02
  [26,] 2.388297e-07 0.947146748 4.726696e-02
  [27,] 8.219514e-11 0.295895271 5.340503e-04
  [28,] 1.428413e-12 0.216219117 1.824515e-03
  [29,] 2.653135e-07 0.878116230 1.812442e-02
  [30,] 2.321835e-09 0.890963028 2.180646e-02
  [31,] 2.138010e-07 0.925243438 1.242130e-01
  [32,] 5.648239e-06 0.729502951 3.029069e-01
  [33,] 1.504219e-11 0.559817277 1.148112e-05
  [34,] 2.095444e-06 0.648440328 2.865211e-01
  [35,] 2.029375e-07 0.509406255 4.021686e-03
  [36,] 2.081338e-07 0.745414231 2.313415e-02
  [37,] 6.935519e-11 0.361947410 2.229362e-02
  [38,] 2.113865e-12 0.008662357 1.346994e-02
  [39,] 2.531308e-14 0.131237482 6.907459e-04
  [40,] 7.343664e-09 0.437535400 2.095193e-05
  [41,] 3.115198e-06 0.501843022 1.478445e-02
  [42,] 1.843695e-04 0.115096657 1.461186e-01
  [43,] 6.470193e-07 0.584615371 8.181613e-02
  [44,] 5.333511e-13 0.551231400 1.041189e-03
  [45,] 1.137712e-08 0.862068179 7.473697e-02
  [46,] 2.060839e-09 0.913352449 1.119342e-01
  [47,] 5.467433e-07 0.644256951 3.432283e-01
  [48,] 3.145916e-08 0.403877163 5.470267e-02
  [49,] 1.396256e-06 0.050150916 2.798562e-01
  [50,] 5.865587e-09 0.389575500 2.270446e-02
  [51,] 2.298245e-08 0.629999474 1.451190e-01
  [52,] 3.238386e-07 0.214848457 9.773495e-02
  [53,] 1.289047e-07 0.745767307 2.012578e-02
  [54,] 2.441691e-10 0.997552198 3.001126e-02
  [55,] 1.352607e-11 0.503123610 4.959939e-03
  [56,] 7.157110e-09 0.952361969 1.466850e-01
  [57,] 0.000000e+00 0.051100464 5.049660e-08
  [58,] 3.410463e-10 0.597053273 5.233603e-03
  [59,] 2.469500e-08 0.552790546 9.438155e-03
  [60,] 1.304416e-06 0.525580533 1.381684e-01
  [61,] 5.773160e-15 0.105311352 4.294997e-04
  [62,] 1.274336e-11 0.297100853 6.972571e-04
  [63,] 5.532962e-07 0.246039415 1.107388e-01
  [64,] 6.516911e-10 0.692482653 9.353965e-04
  [65,] 0.000000e+00 0.014078853 1.675316e-05
  [66,] 5.051590e-09 0.233756659 2.027769e-02
  [67,] 1.326268e-04 0.231433198 2.304418e-01
  [68,] 1.754081e-10 0.863865337 5.736363e-03
  [69,] 7.409984e-11 0.030870779 9.844423e-03
  [70,] 1.903866e-06 0.142850796 2.770097e-01
  [71,] 1.861912e-07 0.112696181 4.701051e-03
  [72,] 9.564411e-10 0.208264889 6.353351e-03
  [73,] 1.820766e-14 0.206411547 8.043584e-06
  [74,] 9.487484e-10 0.971044676 1.278999e-01
  [75,] 3.624349e-06 0.634471678 3.938600e-04
  [76,] 1.967612e-07 0.791398567 1.611809e-01
  [77,] 3.297097e-06 0.414301172 6.537744e-02
  [78,] 3.972365e-05 0.548249435 7.716312e-01
  [79,] 1.296203e-07 0.725649270 8.183120e-02
  [80,] 4.028202e-06 0.155866952 1.977167e-02
  [81,] 4.049883e-08 0.399488184 1.281603e-02
  [82,] 3.109777e-07 0.495782573 5.485106e-02
  [83,] 1.055575e-09 0.732435949 2.574277e-03
  [84,] 1.946873e-04 0.618022360 2.073480e-01
  [85,] 2.985043e-10 0.673829551 8.562977e-03
  [86,] 1.095543e-03 0.114971196 2.671060e-01
  [87,] 4.520917e-11 0.356637471 9.923225e-05
  [88,] 9.951042e-05 0.619634236 9.898322e-04
  [89,] 2.748682e-08 0.712399978 5.361050e-03
  [90,] 3.808465e-11 0.648658341 4.085785e-04
 [ reached getOption("max.print") -- omitted 910 rows ]

$`subj 1200`$beta
                [,1]     [,2]     [,3]        [,4]        [,5]         [,6]         [,7]       [,8]       [,9]
   [1,]  0.780914085 6.056000 35.76671 -4.82338151  0.81259009  2.914309364  1.609073748  6.0787420 -13.280007
   [2,]  2.071776391 7.713595 39.71875 -4.13791614 -1.83232015 -1.630436716  3.456448661  8.7587261 -10.726135
   [3,]  1.650380883 9.528528 39.21972 -4.30204613 -2.47479462  0.185468946  0.545812118  6.7954772 -11.563458
   [4,]  1.931739427 5.443302 40.01500 -4.03023597 -2.34077601 -0.876704053 -0.162181468  5.5874559 -19.698562
   [5,]  0.322938320 4.872493 38.98806 -3.49906690 -2.91764759 -0.806243028  2.013333895  4.9579584 -13.488442
   [6,]  2.893216557 7.700017 39.54579 -2.37323307 -7.78153844  0.463002354  0.415490324  6.6182289 -16.539830
   [7,]  0.733725707 5.323353 38.53020 -3.95218001 -1.15330409  3.243178592  0.528209865  6.9034973 -18.395920
   [8,]  0.326351475 4.052738 39.04484 -3.72531984 -4.95607206  0.193922155  0.829926254  4.7874679 -20.508061
   [9,]  3.277431187 8.430462 40.76830 -2.65251649 -4.81110400 -3.154651177  0.070797078  4.5741412 -10.493963
  [10,]  0.846178102 5.984114 37.50677 -5.74980320  0.41189683  6.245861596  2.098211777  9.3063777 -13.833022
  [11,]  0.645243047 6.282207 39.77720 -3.55728786 -2.52855136 -1.228901545  2.437364266  6.8297979 -18.584554
  [12,]  1.329038781 5.644557 36.92870 -5.39917016 -1.35782513  4.317911907  4.000598676  7.8277048 -16.547183
  [13,]  0.089914158 6.809744 40.58668 -1.42769845 -2.60031168  0.857282056 -2.075187896  5.8528517 -13.819720
  [14,]  1.265822559 5.987711 41.06689 -4.22643433 -4.79702257 -3.902064126  2.414076114  7.5123408 -14.626565
  [15,]  0.712223352 4.945882 38.94393 -3.13614165 -2.25486279  0.010761812  1.149091565  5.7136557 -10.829683
  [16,]  0.879923998 4.809195 40.44113 -5.29950674 -5.22052485 -2.543200254  1.787128748  8.5002411 -13.393180
  [17,]  1.055730635 5.852861 38.86730 -0.68727443 -3.29902220  3.085704512 -0.696600276  4.7743127 -16.869589
  [18,]  1.179695640 6.476957 39.72078 -2.58253184 -2.99281479 -0.747625301  1.031976766  5.7289432 -17.712917
  [19,]  2.144740667 7.680438 39.57237 -3.20360590 -3.41673169  0.521977359  0.524050402  3.8626859 -12.595256
  [20,]  1.714298918 5.353239 41.09449 -2.74712280 -4.92794728 -0.461013803 -1.510240222  4.4648263 -17.935671
  [21,]  2.395768053 4.773202 40.17648 -2.86950624 -4.04702596 -1.319939554  0.262242381  6.5402576 -14.972032
  [22,]  2.008538199 5.850194 39.25180 -2.87591456 -4.58111363 -0.366301916  3.262652370  7.1092025 -15.017037
  [23,]  1.385645368 5.854318 39.95415 -5.02203449 -3.56300930 -2.297221565  2.323742730  7.8121339 -13.503270
  [24,]  2.235126685 6.222287 39.35241 -1.83599144 -2.96473092  2.439364035  0.049056046  2.6915733 -20.139978
  [25,]  2.394226091 7.886898 38.47867 -6.14116388 -2.34895717  3.066276107  2.664824931  8.6368373 -10.021973
  [26,]  2.154609698 6.285049 39.41758 -3.94450148 -3.69388871 -0.125616694  0.671416418  6.2305755 -13.345246
  [27,]  1.776896393 6.144693 40.70969 -3.51026643 -3.75168812 -1.391120603 -0.765740924  6.0217078 -16.711773
  [28,]  1.653009206 6.099324 38.75973 -4.51366755 -0.13499381  0.074768915  0.954845015  7.8718580 -18.428000
  [29,]  1.498998424 4.818060 37.80814 -2.93734576 -1.63345040  3.089453915 -0.143868448  3.4181601 -13.249100
  [30,]  0.866587596 6.813926 40.40419 -5.08328371 -4.37841639 -0.698735534  1.347976966  8.2932099 -15.778211
  [31,]  0.677469455 6.309709 39.88433 -1.82668759 -3.93331279 -0.413981113 -0.928052239  4.0398831 -13.272284
  [32,]  2.256009671 8.380128 40.37039 -4.54560683 -2.43348732 -1.277543043  4.588792186  7.4541835 -11.701664
  [33,]  5.032844164 6.838179 38.07458 -2.91291345 -2.21463749  2.304455216  1.200319240  4.9759237 -17.476472
  [34,] -1.431765713 4.497444 39.68408 -1.74352435 -3.36134870  0.282698974  0.487668548  4.0937075 -12.361054
  [35,]  1.123980659 6.842461 36.55446 -4.38053336 -0.99117300  3.087910190  2.764165429  5.8322412 -13.422745
  [36,]  2.209538255 6.054725 35.83973 -3.35226114  1.53382079  2.218162193  1.267065130  5.2520173 -13.619623
  [37,] -0.077527261 5.454343 38.96073 -5.20041938 -4.65713938 -0.040743394  1.055097673  5.4805614 -17.002065
  [38,]  0.790067728 6.657368 40.07637 -4.70455242 -6.18808842 -0.547234436  1.580159366  7.5077731 -18.241193
  [39,]  1.816708781 7.752647 35.42574 -1.76118879  1.46239151  3.676231243  0.918705503  3.8576616 -19.757745
  [40,]  1.902106260 7.084353 38.89694 -5.20076251 -1.14082452 -1.232727164  5.708696798  7.5777765 -14.985636
  [41,]  3.151366732 7.393227 36.85261 -4.12968535 -1.16151525  1.832314187  0.896298823  6.4465566 -12.049378
  [42,]  2.027793849 7.956458 39.28288 -3.24618771 -5.37578795 -1.501673034  1.053542950  6.9317362  -9.552421
  [43,]  2.260459611 5.686924 40.43552 -0.58151377 -2.35616561 -1.258743489  0.631499786  1.1203811 -12.819071
  [44,]  1.135753616 7.023638 39.95986 -3.60138147 -5.39106387 -1.441441771  1.607876814  6.8956867 -18.761454
  [45,]  1.987814581 4.653786 39.27122 -3.68531640 -3.88130863  1.689451507  0.327261342  5.3264529 -14.906649
  [46,]  1.739717753 6.731739 38.37175 -2.54435793 -1.07337087  1.529983323  0.323882772  4.0106617 -14.984922
  [47,]  1.746885355 4.390438 38.65039 -1.17757627 -5.38755132  1.717770342 -1.560785917  3.4460455 -12.889514
  [48,]  2.330104758 7.205002 37.36379 -1.72934352 -0.15232498  3.258835768 -1.367438497  6.0687926 -14.468087
  [49,] -0.239063833 5.079754 37.83845 -4.47165998 -2.00908037  0.362745531  3.071936577  7.9807873 -12.585177
  [50,]  2.357048634 6.441722 38.86167 -4.33597298 -2.43152321  0.493275683  2.480802832  5.6152373 -14.962450
  [51,]  0.965254871 7.052389 39.84952 -0.99363900 -5.78116105 -0.303897043 -2.248260500  3.9312505 -14.364192
  [52,] -1.739696282 2.914654 39.52947 -4.11730065 -3.84622805  0.410645938  1.529829817  6.7262762 -13.164668
  [53,]  2.427395932 6.719141 37.37971 -2.55245692 -2.07300377  0.652411188  0.318982850  5.5236955 -13.741794
  [54,] -0.538516919 5.247320 38.06747 -2.46578980 -1.21029068  3.590878818 -0.370397632  1.5436517 -16.216891
  [55,]  0.482263503 7.799267 37.56964 -1.13079203  0.15979289  2.366184187 -0.050415298  2.6707684 -17.198648
  [56,]  2.049342165 6.048106 37.14060 -4.66666087 -1.90360230  3.982622818  1.594813332  8.2300542 -14.965408
  [57,]  2.590891779 9.486931 38.46282 -5.56982506 -1.37884185  1.084062798  2.670507529  7.4119894 -21.593342
  [58,] -1.301109710 6.015758 41.86715 -3.37471065 -6.81982669 -2.118465907  1.376230238  7.7844592 -15.928040
  [59,]  0.722127119 6.178597 36.48550 -2.91176550 -0.36227907  2.361153024 -0.926055590  5.8178327 -14.265397
  [60,]  2.364842394 6.859282 38.93574 -3.54099278 -1.79167475  3.138908592  1.981514843  4.2864463 -12.475629
  [61,]  0.993951849 6.754640 37.27744 -2.14590060 -0.37701045  2.213064291 -1.421568261  3.7956659 -20.094472
  [62,]  0.647309116 6.248689 36.94793 -2.98756334 -2.07630089  1.909130800  2.055734515  4.0374158 -17.309826
  [63,]  1.836046487 5.897050 39.37524 -2.40484904 -1.63440727 -1.303258215  0.164449087  2.1352980 -12.931539
  [64,]  0.966055578 6.745409 36.96085 -4.81109206 -2.26249600  2.977987308  2.008919942  9.8374978 -15.831768
  [65,]  0.267830294 5.567367 40.45148 -2.03863610 -2.02590050  0.265605619  1.165857165  2.9268198 -22.974452
  [66,]  0.105814938 7.476670 39.01601 -3.35205469 -0.59862679 -1.451228528 -0.073290981  7.6902082 -14.999458
  [67,]  1.425842417 5.448214 36.12435 -5.13840056  2.95280799  5.305380015  3.381532290  8.4079239  -9.792789
  [68,]  3.584394589 5.522987 39.07248 -2.79745143 -3.55028544 -0.162878302 -3.022040375  5.3132333 -16.133333
  [69,]  3.930706955 8.903812 38.55393 -3.54615601 -0.91289658  1.448108033  1.197955400  5.1929909 -16.981649
  [70,]  2.220881035 4.993827 38.70912 -5.26824701 -1.91345329  0.868901889  1.961909128  5.8189190 -12.377105
  [71,]  4.222813921 7.898382 39.72273 -3.85192524 -4.68614558  0.928963074  0.365927729  6.5984882 -13.526758
  [72,]  2.202704853 7.036668 38.63989 -2.77123028 -1.25426608  1.933614944  1.563168436  8.3599014 -15.393100
  [73,]  2.040634406 7.193811 41.01118 -3.77927185 -4.35289481 -3.854035349  3.406762821  6.0048731 -19.987258
  [74,]  1.241605311 7.161584 40.02548 -1.38896395 -2.75010040 -1.915210893  1.433091959  1.5001654 -15.647156
  [75,]  0.997396270 5.301076 39.86139 -5.17325032 -2.92848475  0.287102684  3.716269745  6.9049873 -11.889361
  [76,] -0.146478687 5.037526 38.46127 -3.67215774 -3.23705086  3.188837921  0.289867303  6.2984885 -13.546876
  [77,]  0.699802628 6.221057 39.51347 -1.84177975 -1.30167554  0.059262534  0.231048290  4.3264815 -12.172250
  [78,]  1.022507398 6.064729 38.96851 -4.47595743 -2.87781177 -0.463510509  1.986028483  5.2458922 -10.514769
  [79,]  1.665036763 5.730490 37.63331 -2.11759190 -0.17768844  0.647850724  1.335151930  7.1265425 -13.523022
  [80,]  2.123430535 5.994874 39.05590 -3.11892945 -1.38049990  0.351573369  0.976014071  5.4445116 -11.876680
  [81,]  2.904880991 6.276979 38.29342 -1.98068508 -2.30329896  3.407457818 -0.281132999  3.2692562 -14.302316
  [82,]  1.085612133 5.572529 39.84873 -3.53391733 -4.78531363  2.076907582  2.301996195  6.8863368 -13.248833
  [83,]  3.479682290 5.761252 38.43258 -4.16510354 -3.08200623 -0.147300481  1.536466267  4.1442641 -15.798291
  [84,] -0.154799241 4.977095 39.69340 -2.79296649 -0.40347166  2.265878873  0.156898683  4.8967796  -9.794300
  [85,]  1.560625287 5.507163 39.63511 -4.64646456 -3.18857437  2.252964738  2.592711285  6.3911202 -16.109744
  [86,]  2.108540883 7.517575 38.73731 -3.44848124 -1.28799016 -1.173276560  2.348987668  9.2005320  -8.338168
  [87,]  1.313237810 6.586570 38.33412 -3.20743604 -1.55838180  1.424815158  1.148707565  7.0842264 -17.088031
  [88,]  1.219496895 5.334574 39.50485 -2.69166279 -2.71934026  0.139886183 -0.602659539  4.6634385  -9.882073
  [89,]  1.816120143 8.383192 38.24786 -1.75244021 -2.08699190  2.836856804  0.455195379  2.7143608 -14.566123
