workerid,trial,story,condition,rt,world,activity,Qtype,rating,experiment,eligible
1229,4,18_hair,after,81950,ordinary,habitual,script,98.15,ohyeah,True
1229,5,10_shampoo,after,59004,wonky,habitual,script,48.92,ohyeah,True
1229,6,22_dishes,before,39518,ordinary,,script,98.15,ohyeah,True
1229,1,13_bus,after,84140,wonky,non-habitual,interaction,23.06,ohyeah,True
1229,2,19_exhibit,after,76551,ordinary,non-habitual,interaction,98.39,ohyeah,True
1229,3,8_work,before,62622,wonky,,interaction,25.88,ohyeah,True
1229,4,18_hair,after,81950,ordinary,habitual,interaction,49.39,ohyeah,True
1229,5,10_shampoo,after,59004,wonky,habitual,interaction,85.46,ohyeah,True
1229,6,22_dishes,before,39518,ordinary,,interaction,98.62,ohyeah,True
1228,1,6_swimming,after,39493,ordinary,habitual,habitual,74.7,ohyeah,True
1228,2,24_laundry,before,28776,ordinary,,habitual,70.86,ohyeah,True
1228,3,21_pizza,before,24332,wonky,,habitual,81.29,ohyeah,True
1228,4,23_library,after,31137,wonky,habitual,habitual,49.45,ohyeah,True
1228,5,4_subway,after,30590,ordinary,non-habitual,habitual,87.97,ohyeah,True
1228,6,14_clothes,after,25709,wonky,non-habitual,habitual,79.55,ohyeah,True
1228,1,6_swimming,after,39493,ordinary,habitual,non-habitual,41.77,ohyeah,True
1228,2,24_laundry,before,28776,ordinary,,non-habitual,49.45,ohyeah,True
1228,3,21_pizza,before,24332,wonky,,non-habitual,40.39,ohyeah,True
1228,4,23_library,after,31137,wonky,habitual,non-habitual,4.16,ohyeah,True
1228,5,4_subway,after,30590,ordinary,non-habitual,non-habitual,16.42,ohyeah,True
1228,6,14_clothes,after,25709,wonky,non-habitual,non-habitual,40.76,ohyeah,True
1228,1,6_swimming,after,39493,ordinary,habitual,script,74.06,ohyeah,True
1228,2,24_laundry,before,28776,ordinary,,script,14.87,ohyeah,True
1228,3,21_pizza,before,24332,wonky,,script,56.95,ohyeah,True
1228,4,23_library,after,31137,wonky,habitual,script,48.63,ohyeah,True
1228,5,4_subway,after,30590,ordinary,non-habitual,script,78,ohyeah,True
1228,6,14_clothes,after,25709,wonky,non-habitual,script,57.59,ohyeah,True
1228,1,6_swimming,after,39493,ordinary,habitual,interaction,32.16,ohyeah,True
1228,2,24_laundry,before,28776,ordinary,,interaction,63.36,ohyeah,True
1228,3,21_pizza,before,24332,wonky,,interaction,71.68,ohyeah,True
1228,4,23_library,after,31137,wonky,habitual,interaction,64.27,ohyeah,True
1228,5,4_subway,after,30590,ordinary,non-habitual,interaction,25.94,ohyeah,True
1228,6,14_clothes,after,25709,wonky,non-habitual,interaction,50.55,ohyeah,True
1227,1,16_baking,after,84624,wonky,non-habitual,habitual,78.86,ohyeah,True
1227,2,1_grocery,after,43391,ordinary,habitual,habitual,93.68,ohyeah,True
1227,3,10_shampoo,after,26972,ordinary,non-habitual,habitual,76.49,ohyeah,True
1227,4,18_hair,before,49400,wonky,,habitual,6.3,ohyeah,True
1227,5,6_swimming,after,20558,wonky,habitual,habitual,79.33,ohyeah,True
1227,6,17_airplane,before,15352,ordinary,,habitual,66.24,ohyeah,True
1227,1,16_baking,after,84624,wonky,non-habitual,non-habitual,60.09,ohyeah,True
1227,2,1_grocery,after,43391,ordinary,habitual,non-habitual,48.89,ohyeah,True
1227,3,10_shampoo,after,26972,ordinary,non-habitual,non-habitual,65.29,ohyeah,True
1227,4,18_hair,before,49400,wonky,,non-habitual,81.22,ohyeah,True
1227,5,6_swimming,after,20558,wonky,habitual,non-habitual,70.18,ohyeah,True
1227,6,17_airplane,before,15352,ordinary,,non-habitual,75.23,ohyeah,True
1227,1,16_baking,after,84624,wonky,non-habitual,script,68.61,ohyeah,True
1227,2,1_grocery,after,43391,ordinary,habitual,script,71.76,ohyeah,True
1227,3,10_shampoo,after,26972,ordinary,non-habitual,script,74.28,ohyeah,True
1227,4,18_hair,before,49400,wonky,,script,90.85,ohyeah,True
1227,5,6_swimming,after,20558,wonky,habitual,script,75.86,ohyeah,True
1227,6,17_airplane,before,15352,ordinary,,script,89.27,ohyeah,True
1227,1,16_baking,after,84624,wonky,non-habitual,interaction,67.98,ohyeah,True
1227,2,1_grocery,after,43391,ordinary,habitual,interaction,67.34,ohyeah,True
1227,3,10_shampoo,after,26972,ordinary,non-habitual,interaction,69.39,ohyeah,True
1227,4,18_hair,before,49400,wonky,,interaction,63.4,ohyeah,True
1227,5,6_swimming,after,20558,wonky,habitual,interaction,74.6,ohyeah,True
1227,6,17_airplane,before,15352,ordinary,,interaction,70.97,ohyeah,True
1226,1,13_bus,before,124028,ordinary,,habitual,100,ohyeah,True
1226,2,15_pasta,after,62792,ordinary,non-habitual,habitual,9.57,ohyeah,True
1226,3,19_exhibit,after,57202,wonky,habitual,habitual,27.56,ohyeah,True
1226,4,14_clothes,after,46697,ordinary,habitual,habitual,49.94,ohyeah,True
1226,5,5_fueling,before,57968,wonky,,habitual,24.32,ohyeah,True
1226,6,3_feed_dog,after,52602,wonky,non-habitual,habitual,48.78,ohyeah,True
1226,1,13_bus,before,124028,ordinary,,non-habitual,6.83,ohyeah,True
1226,2,15_pasta,after,62792,ordinary,non-habitual,non-habitual,72.71,ohyeah,True
1226,3,19_exhibit,after,57202,wonky,habitual,non-habitual,4.53,ohyeah,True
1226,4,14_clothes,after,46697,ordinary,habitual,non-habitual,49.29,ohyeah,True
1226,5,5_fueling,before,57968,wonky,,non-habitual,49.99,ohyeah,True
1226,6,3_feed_dog,after,52602,wonky,non-habitual,non-habitual,70.38,ohyeah,True
1226,1,13_bus,before,124028,ordinary,,script,76.94,ohyeah,True
1226,2,15_pasta,after,62792,ordinary,non-habitual,script,48.52,ohyeah,True
1226,3,19_exhibit,after,57202,wonky,habitual,script,49.68,ohyeah,True
1226,4,14_clothes,after,46697,ordinary,habitual,script,73.1,ohyeah,True
1226,5,5_fueling,before,57968,wonky,,script,75.92,ohyeah,True
1226,6,3_feed_dog,after,52602,wonky,non-habitual,script,79.57,ohyeah,True
1226,1,13_bus,before,124028,ordinary,,interaction,49.48,ohyeah,True
1226,2,15_pasta,after,62792,ordinary,non-habitual,interaction,83.32,ohyeah,True
1226,3,19_exhibit,after,57202,wonky,habitual,interaction,76.85,ohyeah,True
1226,4,14_clothes,after,46697,ordinary,habitual,interaction,49.55,ohyeah,True
1226,5,5_fueling,before,57968,wonky,,interaction,71.45,ohyeah,True
1226,6,3_feed_dog,after,52602,wonky,non-habitual,interaction,83.96,ohyeah,True
1225,1,9_doctor,after,52566,wonky,habitual,habitual,4.26,ohyeah,False
1225,2,16_baking,before,30446,wonky,,habitual,50.68,ohyeah,False
1225,3,13_bus,before,31259,ordinary,,habitual,99.8,ohyeah,False
1225,4,24_laundry,after,35894,wonky,non-habitual,habitual,99.09,ohyeah,False
1225,5,22_dishes,after,37503,ordinary,non-habitual,habitual,96.39,ohyeah,False
1225,6,20_drive,after,38218,ordinary,habitual,habitual,4.97,ohyeah,False
1225,1,9_doctor,after,52566,wonky,habitual,non-habitual,49.39,ohyeah,False
1225,2,16_baking,before,30446,wonky,,non-habitual,49.86,ohyeah,False
1225,3,13_bus,before,31259,ordinary,,non-habitual,14.02,ohyeah,False
1225,4,24_laundry,after,35894,wonky,non-habitual,non-habitual,8.73,ohyeah,False
1225,5,22_dishes,after,37503,ordinary,non-habitual,non-habitual,14.84,ohyeah,False
1225,6,20_drive,after,38218,ordinary,habitual,non-habitual,1.91,ohyeah,False
1225,1,9_doctor,after,52566,wonky,habitual,script,50.21,ohyeah,False
1225,2,16_baking,before,30446,wonky,,script,47.39,ohyeah,False
1225,3,13_bus,before,31259,ordinary,,script,49.62,ohyeah,False
1225,4,24_laundry,after,35894,wonky,non-habitual,script,31.88,ohyeah,False
1225,5,22_dishes,after,37503,ordinary,non-habitual,script,88.16,ohyeah,False
1225,6,20_drive,after,38218,ordinary,habitual,script,57.96,ohyeah,False
1225,1,9_doctor,after,52566,wonky,habitual,interaction,83.7,ohyeah,False
1225,2,16_baking,before,30446,wonky,,interaction,94.98,ohyeah,False
1225,3,13_bus,before,31259,ordinary,,interaction,81.94,ohyeah,False
1225,4,24_laundry,after,35894,wonky,non-habitual,interaction,99.21,ohyeah,False
1225,5,22_dishes,after,37503,ordinary,non-habitual,interaction,98.86,ohyeah,False
1225,6,20_drive,after,38218,ordinary,habitual,interaction,98.74,ohyeah,False
1224,1,7_train,before,36412,wonky,,habitual,5.74,ohyeah,True
1224,2,9_doctor,before,45445,ordinary,,habitual,89.35,ohyeah,True
1224,3,15_pasta,after,24216,ordinary,habitual,habitual,100,ohyeah,True
1224,4,14_clothes,after,27558,wonky,habitual,habitual,49.45,ohyeah,True
1224,5,22_dishes,after,28322,ordinary,non-habitual,habitual,100,ohyeah,True
1224,6,23_library,after,26358,wonky,non-habitual,habitual,80.66,ohyeah,True
1224,1,7_train,before,36412,wonky,,non-habitual,49.36,ohyeah,True
1224,2,9_doctor,before,45445,ordinary,,non-habitual,30.33,ohyeah,True
1224,3,15_pasta,after,24216,ordinary,habitual,non-habitual,26.93,ohyeah,True
1224,4,14_clothes,after,27558,wonky,habitual,non-habitual,71.3,ohyeah,True
1224,5,22_dishes,after,28322,ordinary,non-habitual,non-habitual,76.77,ohyeah,True
1224,6,23_library,after,26358,wonky,non-habitual,non-habitual,17.49,ohyeah,True
1224,1,7_train,before,36412,wonky,,script,85.79,ohyeah,True
1224,2,9_doctor,before,45445,ordinary,,script,41.91,ohyeah,True
1224,3,15_pasta,after,24216,ordinary,habitual,script,69.32,ohyeah,True
1224,4,14_clothes,after,27558,wonky,habitual,script,49.7,ohyeah,True
1224,5,22_dishes,after,28322,ordinary,non-habitual,script,77.76,ohyeah,True
1224,6,23_library,after,26358,wonky,non-habitual,script,49.53,ohyeah,True
1224,1,7_train,before,36412,wonky,,interaction,19.89,ohyeah,True
1224,2,9_doctor,before,45445,ordinary,,interaction,71.88,ohyeah,True
1224,3,15_pasta,after,24216,ordinary,habitual,interaction,49.86,ohyeah,True
1224,4,14_clothes,after,27558,wonky,habitual,interaction,49.7,ohyeah,True
1224,5,22_dishes,after,28322,ordinary,non-habitual,interaction,95.56,ohyeah,True
1224,6,23_library,after,26358,wonky,non-habitual,interaction,95.64,ohyeah,True
1223,1,12_letter,after,71944,wonky,habitual,habitual,9.52,ohyeah,True
1223,2,22_dishes,after,66237,wonky,non-habitual,habitual,10.92,ohyeah,True
1223,3,18_hair,before,50633,wonky,,habitual,0.33,ohyeah,True
1223,4,6_swimming,after,58675,ordinary,habitual,habitual,99.93,ohyeah,True
1223,5,14_clothes,before,49580,ordinary,,habitual,23,ohyeah,True
1223,6,9_doctor,after,42427,ordinary,non-habitual,habitual,99.13,ohyeah,True
1223,1,12_letter,after,71944,wonky,habitual,non-habitual,19.11,ohyeah,True
1223,2,22_dishes,after,66237,wonky,non-habitual,non-habitual,49.28,ohyeah,True
1223,3,18_hair,before,50633,wonky,,non-habitual,98.33,ohyeah,True
1223,4,6_swimming,after,58675,ordinary,habitual,non-habitual,2.42,ohyeah,True
1223,5,14_clothes,before,49580,ordinary,,non-habitual,49.78,ohyeah,True
1223,6,9_doctor,after,42427,ordinary,non-habitual,non-habitual,49.88,ohyeah,True
1223,1,12_letter,after,71944,wonky,habitual,script,49.78,ohyeah,True
1223,2,22_dishes,after,66237,wonky,non-habitual,script,50.08,ohyeah,True
1223,3,18_hair,before,50633,wonky,,script,86.54,ohyeah,True
1223,4,6_swimming,after,58675,ordinary,habitual,script,77.25,ohyeah,True
1223,5,14_clothes,before,49580,ordinary,,script,48.68,ohyeah,True
1223,6,9_doctor,after,42427,ordinary,non-habitual,script,27.1,ohyeah,True
1223,1,12_letter,after,71944,wonky,habitual,interaction,66.26,ohyeah,True
1223,2,22_dishes,after,66237,wonky,non-habitual,interaction,76.35,ohyeah,True
1223,3,18_hair,before,50633,wonky,,interaction,48.28,ohyeah,True
1223,4,6_swimming,after,58675,ordinary,habitual,interaction,88.44,ohyeah,True
1223,5,14_clothes,before,49580,ordinary,,interaction,48.78,ohyeah,True
1223,6,9_doctor,after,42427,ordinary,non-habitual,interaction,48.68,ohyeah,True
1222,1,3_feed_dog,after,9819,ordinary,habitual,habitual,64.77,ohyeah,True
1222,2,23_library,before,4183,ordinary,,habitual,70.15,ohyeah,True
1222,3,15_pasta,after,14487,ordinary,non-habitual,habitual,67.55,ohyeah,True
1222,4,2_restaurant,after,4833,wonky,non-habitual,habitual,70.33,ohyeah,True
1222,5,17_airplane,after,4426,wonky,habitual,habitual,69.08,ohyeah,True
1222,6,21_pizza,before,5208,wonky,,habitual,31.82,ohyeah,True
1222,1,3_feed_dog,after,9819,ordinary,habitual,non-habitual,37.66,ohyeah,True
1222,2,23_library,before,4183,ordinary,,non-habitual,71.59,ohyeah,True
1222,3,15_pasta,after,14487,ordinary,non-habitual,non-habitual,65.85,ohyeah,True
1222,4,2_restaurant,after,4833,wonky,non-habitual,non-habitual,38.2,ohyeah,True
1222,5,17_airplane,after,4426,wonky,habitual,non-habitual,38.02,ohyeah,True
1222,6,21_pizza,before,5208,wonky,,non-habitual,64.41,ohyeah,True
1222,1,3_feed_dog,after,9819,ordinary,habitual,script,94.39,ohyeah,True
1222,2,23_library,before,4183,ordinary,,script,61.45,ohyeah,True
1222,3,15_pasta,after,14487,ordinary,non-habitual,script,33.08,ohyeah,True
1222,4,2_restaurant,after,4833,wonky,non-habitual,script,42.15,ohyeah,True
1222,5,17_airplane,after,4426,wonky,habitual,script,43.76,ohyeah,True
1222,6,21_pizza,before,5208,wonky,,script,63.6,ohyeah,True
1222,1,3_feed_dog,after,9819,ordinary,habitual,interaction,81.29,ohyeah,True
1222,2,23_library,before,4183,ordinary,,interaction,36.04,ohyeah,True
1222,3,15_pasta,after,14487,ordinary,non-habitual,interaction,30.75,ohyeah,True
1222,4,2_restaurant,after,4833,wonky,non-habitual,interaction,63.78,ohyeah,True
1222,5,17_airplane,after,4426,wonky,habitual,interaction,63.78,ohyeah,True
1222,6,21_pizza,before,5208,wonky,,interaction,37.93,ohyeah,True
1221,1,5_fueling,before,35201,wonky,,habitual,49.12,ohyeah,True
1221,2,20_drive,after,27293,wonky,habitual,habitual,49.78,ohyeah,True
1221,3,13_bus,after,28729,wonky,non-habitual,habitual,31.32,ohyeah,True
1221,4,24_laundry,after,30301,ordinary,habitual,habitual,100,ohyeah,True
1221,5,11_skydiving,before,73842,ordinary,,habitual,100,ohyeah,True
1221,6,21_pizza,after,28029,ordinary,non-habitual,habitual,100,ohyeah,True
1221,1,5_fueling,before,35201,wonky,,non-habitual,13.77,ohyeah,True
1221,2,20_drive,after,27293,wonky,habitual,non-habitual,12.36,ohyeah,True
1221,3,13_bus,after,28729,wonky,non-habitual,non-habitual,69.4,ohyeah,True
1221,4,24_laundry,after,30301,ordinary,habitual,non-habitual,51.43,ohyeah,True
1221,5,11_skydiving,before,73842,ordinary,,non-habitual,49.7,ohyeah,True
1221,6,21_pizza,after,28029,ordinary,non-habitual,non-habitual,73.12,ohyeah,True
1221,1,5_fueling,before,35201,wonky,,script,85.13,ohyeah,True
1221,2,20_drive,after,27293,wonky,habitual,script,76.85,ohyeah,True
1221,3,13_bus,after,28729,wonky,non-habitual,script,89.27,ohyeah,True
1221,4,24_laundry,after,30301,ordinary,habitual,script,21.72,ohyeah,True
1221,5,11_skydiving,before,73842,ordinary,,script,18.57,ohyeah,True
1221,6,21_pizza,after,28029,ordinary,non-habitual,script,50.77,ohyeah,True
1221,1,5_fueling,before,35201,wonky,,interaction,14.27,ohyeah,True
1221,2,20_drive,after,27293,wonky,habitual,interaction,63.35,ohyeah,True
1221,3,13_bus,after,28729,wonky,non-habitual,interaction,19.32,ohyeah,True
1221,4,24_laundry,after,30301,ordinary,habitual,interaction,100,ohyeah,True
1221,5,11_skydiving,before,73842,ordinary,,interaction,8.06,ohyeah,True
1221,6,21_pizza,after,28029,ordinary,non-habitual,interaction,83.55,ohyeah,True
1220,1,24_laundry,after,55173,ordinary,habitual,habitual,31.03,ohyeah,True
1220,2,7_train,after,96676,wonky,habitual,habitual,5.45,ohyeah,True
1220,3,15_pasta,before,51936,wonky,,habitual,7.36,ohyeah,True
1220,4,10_shampoo,before,79273,ordinary,,habitual,75.92,ohyeah,True
1220,5,6_swimming,after,59133,wonky,non-habitual,habitual,82.19,ohyeah,True
1220,6,23_library,after,71388,ordinary,non-habitual,habitual,91.58,ohyeah,True
1220,1,24_laundry,after,55173,ordinary,habitual,non-habitual,1.33,ohyeah,True
1220,2,7_train,after,96676,wonky,habitual,non-habitual,15.13,ohyeah,True
1220,3,15_pasta,before,51936,wonky,,non-habitual,14.9,ohyeah,True
1220,4,10_shampoo,before,79273,ordinary,,non-habitual,17.92,ohyeah,True
1220,5,6_swimming,after,59133,wonky,non-habitual,non-habitual,41.35,ohyeah,True
1220,6,23_library,after,71388,ordinary,non-habitual,non-habitual,19.08,ohyeah,True
1220,1,24_laundry,after,55173,ordinary,habitual,script,50.51,ohyeah,True
1220,2,7_train,after,96676,wonky,habitual,script,85.55,ohyeah,True
1220,3,15_pasta,before,51936,wonky,,script,62.93,ohyeah,True
1220,4,10_shampoo,before,79273,ordinary,,script,69.66,ohyeah,True
1220,5,6_swimming,after,59133,wonky,non-habitual,script,91.53,ohyeah,True
1220,6,23_library,after,71388,ordinary,non-habitual,script,74.41,ohyeah,True
1220,1,24_laundry,after,55173,ordinary,habitual,interaction,82.3,ohyeah,True
1220,2,7_train,after,96676,wonky,habitual,interaction,30.21,ohyeah,True
1220,3,15_pasta,before,51936,wonky,,interaction,31.37,ohyeah,True
1220,4,10_shampoo,before,79273,ordinary,,interaction,77.66,ohyeah,True
1220,5,6_swimming,after,59133,wonky,non-habitual,interaction,91.35,ohyeah,True
1220,6,23_library,after,71388,ordinary,non-habitual,interaction,100,ohyeah,True
1219,1,15_pasta,after,31487,ordinary,non-habitual,habitual,83.96,ohyeah,True
1219,2,22_dishes,after,33410,wonky,non-habitual,habitual,23.91,ohyeah,True
1219,3,3_feed_dog,after,30331,wonky,habitual,habitual,26.52,ohyeah,True
1219,4,6_swimming,before,30241,wonky,,habitual,48.89,ohyeah,True
1219,5,11_skydiving,before,32795,ordinary,,habitual,99.15,ohyeah,True
1219,6,18_hair,after,34666,ordinary,habitual,habitual,58.77,ohyeah,True
1219,1,15_pasta,after,31487,ordinary,non-habitual,non-habitual,51.49,ohyeah,True
1219,2,22_dishes,after,33410,wonky,non-habitual,non-habitual,49.82,ohyeah,True
1219,3,3_feed_dog,after,30331,wonky,habitual,non-habitual,8.2,ohyeah,True
1219,4,6_swimming,before,30241,wonky,,non-habitual,6.54,ohyeah,True
1219,5,11_skydiving,before,32795,ordinary,,non-habitual,58.36,ohyeah,True
1219,6,18_hair,after,34666,ordinary,habitual,non-habitual,52.11,ohyeah,True
1219,1,15_pasta,after,31487,ordinary,non-habitual,script,74.17,ohyeah,True
1219,2,22_dishes,after,33410,wonky,non-habitual,script,71.26,ohyeah,True
1219,3,3_feed_dog,after,30331,wonky,habitual,script,43.27,ohyeah,True
1219,4,6_swimming,before,30241,wonky,,script,68.14,ohyeah,True
1219,5,11_skydiving,before,32795,ordinary,,script,50.14,ohyeah,True
1219,6,18_hair,after,34666,ordinary,habitual,script,79.38,ohyeah,True
1219,1,15_pasta,after,31487,ordinary,non-habitual,interaction,67.41,ohyeah,True
1219,2,22_dishes,after,33410,wonky,non-habitual,interaction,65.43,ohyeah,True
1219,3,3_feed_dog,after,30331,wonky,habitual,interaction,49.41,ohyeah,True
1219,4,6_swimming,before,30241,wonky,,interaction,39.21,ohyeah,True
1219,5,11_skydiving,before,32795,ordinary,,interaction,50.03,ohyeah,True
1219,6,18_hair,after,34666,ordinary,habitual,interaction,66.79,ohyeah,True
1218,1,8_work,after,45822,ordinary,habitual,habitual,98.52,ohyeah,True
1218,2,21_pizza,after,54120,ordinary,non-habitual,habitual,100,ohyeah,True
1218,3,2_restaurant,after,64738,wonky,non-habitual,habitual,6.2,ohyeah,True
1218,4,13_bus,before,41072,ordinary,,habitual,99.15,ohyeah,True
1218,5,5_fueling,before,49332,wonky,,habitual,5.99,ohyeah,True
1218,6,11_skydiving,after,53899,wonky,habitual,habitual,97.26,ohyeah,True
1218,1,8_work,after,45822,ordinary,habitual,non-habitual,2.31,ohyeah,True
1218,2,21_pizza,after,54120,ordinary,non-habitual,non-habitual,52.52,ohyeah,True
1218,3,2_restaurant,after,64738,wonky,non-habitual,non-habitual,81.57,ohyeah,True
1218,4,13_bus,before,41072,ordinary,,non-habitual,25.15,ohyeah,True
1218,5,5_fueling,before,49332,wonky,,non-habitual,13.68,ohyeah,True
1218,6,11_skydiving,after,53899,wonky,habitual,non-habitual,7.89,ohyeah,True
1218,1,8_work,after,45822,ordinary,habitual,script,82.62,ohyeah,True
1218,2,21_pizza,after,54120,ordinary,non-habitual,script,55.68,ohyeah,True
1218,3,2_restaurant,after,64738,wonky,non-habitual,script,91.57,ohyeah,True
1218,4,13_bus,before,41072,ordinary,,script,82.73,ohyeah,True
1218,5,5_fueling,before,49332,wonky,,script,82.1,ohyeah,True
1218,6,11_skydiving,after,53899,wonky,habitual,script,82.2,ohyeah,True
1218,1,8_work,after,45822,ordinary,habitual,interaction,15.57,ohyeah,True
1218,2,21_pizza,after,54120,ordinary,non-habitual,interaction,74.31,ohyeah,True
1218,3,2_restaurant,after,64738,wonky,non-habitual,interaction,57.05,ohyeah,True
1218,4,13_bus,before,41072,ordinary,,interaction,5.26,ohyeah,True
1218,5,5_fueling,before,49332,wonky,,interaction,52.73,ohyeah,True
1218,6,11_skydiving,after,53899,wonky,habitual,interaction,6.94,ohyeah,True
1217,1,17_airplane,before,62264,wonky,,habitual,20.47,ohyeah,True
1217,2,1_grocery,before,53861,ordinary,,habitual,98.95,ohyeah,True
1217,3,9_doctor,after,53913,wonky,habitual,habitual,15.26,ohyeah,True
1217,4,4_subway,after,50169,wonky,non-habitual,habitual,0.94,ohyeah,True
1217,5,22_dishes,after,41944,ordinary,non-habitual,habitual,100,ohyeah,True
1217,6,10_shampoo,after,65177,ordinary,habitual,habitual,99.94,ohyeah,True
1217,1,17_airplane,before,62264,wonky,,non-habitual,81.48,ohyeah,True
1217,2,1_grocery,before,53861,ordinary,,non-habitual,38.11,ohyeah,True
1217,3,9_doctor,after,53913,wonky,habitual,non-habitual,49.7,ohyeah,True
1217,4,4_subway,after,50169,wonky,non-habitual,non-habitual,17.74,ohyeah,True
1217,5,22_dishes,after,41944,ordinary,non-habitual,non-habitual,87.86,ohyeah,True
1217,6,10_shampoo,after,65177,ordinary,habitual,non-habitual,85.71,ohyeah,True
1217,1,17_airplane,before,62264,wonky,,script,88.6,ohyeah,True
1217,2,1_grocery,before,53861,ordinary,,script,70.23,ohyeah,True
1217,3,9_doctor,after,53913,wonky,habitual,script,62.61,ohyeah,True
1217,4,4_subway,after,50169,wonky,non-habitual,script,79.66,ohyeah,True
1217,5,22_dishes,after,41944,ordinary,non-habitual,script,89.18,ohyeah,True
1217,6,10_shampoo,after,65177,ordinary,habitual,script,49.45,ohyeah,True
1217,1,17_airplane,before,62264,wonky,,interaction,74.94,ohyeah,True
1217,2,1_grocery,before,53861,ordinary,,interaction,84.88,ohyeah,True
1217,3,9_doctor,after,53913,wonky,habitual,interaction,50.11,ohyeah,True
1217,4,4_subway,after,50169,wonky,non-habitual,interaction,27.92,ohyeah,True
1217,5,22_dishes,after,41944,ordinary,non-habitual,interaction,76.1,ohyeah,True
1217,6,10_shampoo,after,65177,ordinary,habitual,interaction,50.11,ohyeah,True
1216,1,5_fueling,after,42624,wonky,habitual,habitual,49.53,ohyeah,True
1216,2,14_clothes,after,36859,wonky,non-habitual,habitual,21.88,ohyeah,True
1216,3,10_shampoo,before,39478,ordinary,,habitual,100,ohyeah,True
1216,4,6_swimming,after,62180,ordinary,non-habitual,habitual,100,ohyeah,True
1216,5,3_feed_dog,after,29174,ordinary,habitual,habitual,4.58,ohyeah,True
1216,6,4_subway,before,24463,wonky,,habitual,1.19,ohyeah,True
1216,1,5_fueling,after,42624,wonky,habitual,non-habitual,1.1,ohyeah,True
1216,2,14_clothes,after,36859,wonky,non-habitual,non-habitual,49.2,ohyeah,True
1216,3,10_shampoo,before,39478,ordinary,,non-habitual,49.2,ohyeah,True
1216,4,6_swimming,after,62180,ordinary,non-habitual,non-habitual,20.72,ohyeah,True
1216,5,3_feed_dog,after,29174,ordinary,habitual,non-habitual,4.83,ohyeah,True
1216,6,4_subway,before,24463,wonky,,non-habitual,2.18,ohyeah,True
1216,1,5_fueling,after,42624,wonky,habitual,script,48.95,ohyeah,True
1216,2,14_clothes,after,36859,wonky,non-habitual,script,49.28,ohyeah,True
1216,3,10_shampoo,before,39478,ordinary,,script,21.8,ohyeah,True
1216,4,6_swimming,after,62180,ordinary,non-habitual,script,88.85,ohyeah,True
1216,5,3_feed_dog,after,29174,ordinary,habitual,script,86.95,ohyeah,True
1216,6,4_subway,before,24463,wonky,,script,86.78,ohyeah,True
1216,1,5_fueling,after,42624,wonky,habitual,interaction,49.94,ohyeah,True
1216,2,14_clothes,after,36859,wonky,non-habitual,interaction,49.78,ohyeah,True
1216,3,10_shampoo,before,39478,ordinary,,interaction,49.28,ohyeah,True
1216,4,6_swimming,after,62180,ordinary,non-habitual,interaction,72.71,ohyeah,True
1216,5,3_feed_dog,after,29174,ordinary,habitual,interaction,50.19,ohyeah,True
1216,6,4_subway,before,24463,wonky,,interaction,50.28,ohyeah,True
1215,1,19_exhibit,before,49581,wonky,,habitual,31.35,ohyeah,True
1215,2,9_doctor,after,43084,ordinary,non-habitual,habitual,36.71,ohyeah,True
1215,3,6_swimming,after,63780,wonky,habitual,habitual,83.1,ohyeah,True
1215,4,20_drive,after,44743,wonky,non-habitual,habitual,21.16,ohyeah,True
1215,5,5_fueling,after,60196,ordinary,habitual,habitual,94.06,ohyeah,True
1215,6,16_baking,before,37269,ordinary,,habitual,100,ohyeah,True
1215,1,19_exhibit,before,49581,wonky,,non-habitual,3.06,ohyeah,True
1215,2,9_doctor,after,43084,ordinary,non-habitual,non-habitual,21.33,ohyeah,True
1215,3,6_swimming,after,63780,wonky,habitual,non-habitual,49.71,ohyeah,True
1215,4,20_drive,after,44743,wonky,non-habitual,non-habitual,2.64,ohyeah,True
1215,5,5_fueling,after,60196,ordinary,habitual,non-habitual,4.34,ohyeah,True
1215,6,16_baking,before,37269,ordinary,,non-habitual,68.31,ohyeah,True
1215,1,19_exhibit,before,49581,wonky,,script,81.82,ohyeah,True
1215,2,9_doctor,after,43084,ordinary,non-habitual,script,35.77,ohyeah,True
1215,3,6_swimming,after,63780,wonky,habitual,script,76.81,ohyeah,True
1215,4,20_drive,after,44743,wonky,non-habitual,script,96.52,ohyeah,True
1215,5,5_fueling,after,60196,ordinary,habitual,script,90.66,ohyeah,True
1215,6,16_baking,before,37269,ordinary,,script,79.7,ohyeah,True
1215,1,19_exhibit,before,49581,wonky,,interaction,69.93,ohyeah,True
1215,2,9_doctor,after,43084,ordinary,non-habitual,interaction,52.34,ohyeah,True
1215,3,6_swimming,after,63780,wonky,habitual,interaction,88.36,ohyeah,True
1215,4,20_drive,after,44743,wonky,non-habitual,interaction,70.18,ohyeah,True
1215,5,5_fueling,after,60196,ordinary,habitual,interaction,83.69,ohyeah,True
1215,6,16_baking,before,37269,ordinary,,interaction,77.83,ohyeah,True
1214,1,18_hair,after,25397,ordinary,non-habitual,habitual,99.09,ohyeah,True
1214,2,20_drive,after,24766,ordinary,habitual,habitual,99.55,ohyeah,True
1214,3,4_subway,before,18281,ordinary,,habitual,99.32,ohyeah,True
1214,4,11_skydiving,after,23788,wonky,non-habitual,habitual,70.96,ohyeah,True
