workerid,trial,story,condition,rt,world,activity,Qtype,rating,experiment,eligible
2347,6,10_shampoo,after,21617,ordinary,non-habitual,interaction,77.79,period,True
2346,1,24_laundry,after,77039,ordinary,non-habitual,habitual,98.05,period,True
2346,2,8_work,before,63593,wonky,,habitual,87.46,period,True
2346,3,23_library,before,55544,ordinary,,habitual,98.4,period,True
2346,4,2_restaurant,after,39315,wonky,habitual,habitual,17.7,period,True
2346,5,7_train,after,63490,ordinary,habitual,habitual,99.23,period,True
2346,6,20_drive,after,96506,wonky,non-habitual,habitual,74.99,period,True
2346,1,24_laundry,after,77039,ordinary,non-habitual,non-habitual,52.99,period,True
2346,2,8_work,before,63593,wonky,,non-habitual,57.46,period,True
2346,3,23_library,before,55544,ordinary,,non-habitual,21.23,period,True
2346,4,2_restaurant,after,39315,wonky,habitual,non-habitual,7.23,period,True
2346,5,7_train,after,63490,ordinary,habitual,non-habitual,24.76,period,True
2346,6,20_drive,after,96506,wonky,non-habitual,non-habitual,21.82,period,True
2346,1,24_laundry,after,77039,ordinary,non-habitual,script,49.7,period,True
2346,2,8_work,before,63593,wonky,,script,99.93,period,True
2346,3,23_library,before,55544,ordinary,,script,84.76,period,True
2346,4,2_restaurant,after,39315,wonky,habitual,script,69.82,period,True
2346,5,7_train,after,63490,ordinary,habitual,script,86.29,period,True
2346,6,20_drive,after,96506,wonky,non-habitual,script,90.52,period,True
2346,1,24_laundry,after,77039,ordinary,non-habitual,interaction,81.58,period,True
2346,2,8_work,before,63593,wonky,,interaction,77.58,period,True
2346,3,23_library,before,55544,ordinary,,interaction,35.58,period,True
2346,4,2_restaurant,after,39315,wonky,habitual,interaction,58.76,period,True
2346,5,7_train,after,63490,ordinary,habitual,interaction,60.76,period,True
2346,6,20_drive,after,96506,wonky,non-habitual,interaction,50.29,period,True
2345,1,8_work,before,102111,wonky,,habitual,64.42,period,True
2345,2,2_restaurant,after,57364,ordinary,non-habitual,habitual,92.47,period,True
2345,3,15_pasta,after,41265,ordinary,habitual,habitual,84.97,period,True
2345,4,20_drive,after,29553,wonky,non-habitual,habitual,92.36,period,True
2345,5,21_pizza,before,38111,ordinary,,habitual,100,period,True
2345,6,16_baking,after,102876,wonky,habitual,habitual,92.9,period,True
2345,1,8_work,before,102111,wonky,,non-habitual,50.08,period,True
2345,2,2_restaurant,after,57364,ordinary,non-habitual,non-habitual,32.58,period,True
2345,3,15_pasta,after,41265,ordinary,habitual,non-habitual,17.47,period,True
2345,4,20_drive,after,29553,wonky,non-habitual,non-habitual,18.66,period,True
2345,5,21_pizza,before,38111,ordinary,,non-habitual,47.79,period,True
2345,6,16_baking,after,102876,wonky,habitual,non-habitual,49.86,period,True
2345,1,8_work,before,102111,wonky,,script,49.32,period,True
2345,2,2_restaurant,after,57364,ordinary,non-habitual,script,87.58,period,True
2345,3,15_pasta,after,41265,ordinary,habitual,script,76.16,period,True
2345,4,20_drive,after,29553,wonky,non-habitual,script,100,period,True
2345,5,21_pizza,before,38111,ordinary,,script,65.29,period,True
2345,6,16_baking,after,102876,wonky,habitual,script,89.32,period,True
2345,1,8_work,before,102111,wonky,,interaction,9.64,period,True
2345,2,2_restaurant,after,57364,ordinary,non-habitual,interaction,51.71,period,True
2345,3,15_pasta,after,41265,ordinary,habitual,interaction,100,period,True
2345,4,20_drive,after,29553,wonky,non-habitual,interaction,60.51,period,True
2345,5,21_pizza,before,38111,ordinary,,interaction,79.53,period,True
2345,6,16_baking,after,102876,wonky,habitual,interaction,100,period,True
2344,1,14_clothes,before,61584,ordinary,,habitual,49.86,period,True
2344,2,21_pizza,after,35635,ordinary,non-habitual,habitual,98.64,period,True
2344,3,7_train,after,80467,wonky,non-habitual,habitual,1.72,period,True
2344,4,20_drive,after,44154,ordinary,habitual,habitual,99.15,period,True
2344,5,23_library,before,36467,wonky,,habitual,0.44,period,True
2344,6,8_work,after,46456,wonky,habitual,habitual,99.28,period,True
2344,1,14_clothes,before,61584,ordinary,,non-habitual,50.63,period,True
2344,2,21_pizza,after,35635,ordinary,non-habitual,non-habitual,50.5,period,True
2344,3,7_train,after,80467,wonky,non-habitual,non-habitual,48.58,period,True
2344,4,20_drive,after,44154,ordinary,habitual,non-habitual,49.6,period,True
2344,5,23_library,before,36467,wonky,,non-habitual,1.08,period,True
2344,6,8_work,after,46456,wonky,habitual,non-habitual,1.21,period,True
2344,1,14_clothes,before,61584,ordinary,,script,49.09,period,True
2344,2,21_pizza,after,35635,ordinary,non-habitual,script,50.5,period,True
2344,3,7_train,after,80467,wonky,non-habitual,script,99.28,period,True
2344,4,20_drive,after,44154,ordinary,habitual,script,50.37,period,True
2344,5,23_library,before,36467,wonky,,script,98.25,period,True
2344,6,8_work,after,46456,wonky,habitual,script,99.02,period,True
2344,1,14_clothes,before,61584,ordinary,,interaction,52.68,period,True
2344,2,21_pizza,after,35635,ordinary,non-habitual,interaction,50.37,period,True
2344,3,7_train,after,80467,wonky,non-habitual,interaction,49.09,period,True
2344,4,20_drive,after,44154,ordinary,habitual,interaction,98.77,period,True
2344,5,23_library,before,36467,wonky,,interaction,48.19,period,True
2344,6,8_work,after,46456,wonky,habitual,interaction,50.37,period,True
2343,1,1_grocery,after,79246,wonky,non-habitual,habitual,15.59,period,True
2343,2,7_train,after,89580,ordinary,habitual,habitual,96.72,period,True
2343,3,6_swimming,before,47649,ordinary,,habitual,100,period,True
2343,4,20_drive,after,47749,wonky,habitual,habitual,12.03,period,True
2343,5,10_shampoo,before,68181,wonky,,habitual,1.52,period,True
2343,6,11_skydiving,after,61377,ordinary,non-habitual,habitual,100,period,True
2343,1,1_grocery,after,79246,wonky,non-habitual,non-habitual,10.13,period,True
2343,2,7_train,after,89580,ordinary,habitual,non-habitual,4.25,period,True
2343,3,6_swimming,before,47649,ordinary,,non-habitual,54.75,period,True
2343,4,20_drive,after,47749,wonky,habitual,non-habitual,0.36,period,True
2343,5,10_shampoo,before,68181,wonky,,non-habitual,4.58,period,True
2343,6,11_skydiving,after,61377,ordinary,non-habitual,non-habitual,26.77,period,True
2343,1,1_grocery,after,79246,wonky,non-habitual,script,18.49,period,True
2343,2,7_train,after,89580,ordinary,habitual,script,88.77,period,True
2343,3,6_swimming,before,47649,ordinary,,script,78.59,period,True
2343,4,20_drive,after,47749,wonky,habitual,script,52.59,period,True
2343,5,10_shampoo,before,68181,wonky,,script,17.66,period,True
2343,6,11_skydiving,after,61377,ordinary,non-habitual,script,21.96,period,True
2343,1,1_grocery,after,79246,wonky,non-habitual,interaction,72.46,period,True
2343,2,7_train,after,89580,ordinary,habitual,interaction,3.42,period,True
2343,3,6_swimming,before,47649,ordinary,,interaction,72.13,period,True
2343,4,20_drive,after,47749,wonky,habitual,interaction,40.34,period,True
2343,5,10_shampoo,before,68181,wonky,,interaction,33.8,period,True
2343,6,11_skydiving,after,61377,ordinary,non-habitual,interaction,42,period,True
2342,1,8_work,before,70831,ordinary,,habitual,98.95,period,True
2342,2,20_drive,before,20130,wonky,,habitual,81.07,period,True
2342,3,5_fueling,after,24357,ordinary,non-habitual,habitual,93.4,period,True
2342,4,14_clothes,after,25106,ordinary,habitual,habitual,93.49,period,True
2342,5,7_train,after,27184,wonky,habitual,habitual,81.98,period,True
2342,6,3_feed_dog,after,25014,wonky,non-habitual,habitual,64.76,period,True
2342,1,8_work,before,70831,ordinary,,non-habitual,82.06,period,True
2342,2,20_drive,before,20130,wonky,,non-habitual,3.75,period,True
2342,3,5_fueling,after,24357,ordinary,non-habitual,non-habitual,21.14,period,True
2342,4,14_clothes,after,25106,ordinary,habitual,non-habitual,24.03,period,True
2342,5,7_train,after,27184,wonky,habitual,non-habitual,27.01,period,True
2342,6,3_feed_dog,after,25014,wonky,non-habitual,non-habitual,24.53,period,True
2342,1,8_work,before,70831,ordinary,,script,96.3,period,True
2342,2,20_drive,before,20130,wonky,,script,98.79,period,True
2342,3,5_fueling,after,24357,ordinary,non-habitual,script,74.03,period,True
2342,4,14_clothes,after,25106,ordinary,habitual,script,53.75,period,True
2342,5,7_train,after,27184,wonky,habitual,script,88.44,period,True
2342,6,3_feed_dog,after,25014,wonky,non-habitual,script,90.59,period,True
2342,1,8_work,before,70831,ordinary,,interaction,50.77,period,True
2342,2,20_drive,before,20130,wonky,,interaction,49.03,period,True
2342,3,5_fueling,after,24357,ordinary,non-habitual,interaction,55.9,period,True
2342,4,14_clothes,after,25106,ordinary,habitual,interaction,48.54,period,True
2342,5,7_train,after,27184,wonky,habitual,interaction,51.68,period,True
2342,6,3_feed_dog,after,25014,wonky,non-habitual,interaction,48.12,period,True
2341,1,21_pizza,after,68198,ordinary,habitual,habitual,82.11,period,True
2341,2,23_library,before,48968,ordinary,,habitual,73.62,period,True
2341,3,11_skydiving,before,101975,wonky,,habitual,19.61,period,True
2341,4,20_drive,after,71697,wonky,non-habitual,habitual,1.5,period,True
2341,5,2_restaurant,after,76761,ordinary,non-habitual,habitual,90.77,period,True
2341,6,13_bus,after,56194,wonky,habitual,habitual,93.65,period,True
2341,1,21_pizza,after,68198,ordinary,habitual,non-habitual,29.07,period,True
2341,2,23_library,before,48968,ordinary,,non-habitual,16.25,period,True
2341,3,11_skydiving,before,101975,wonky,,non-habitual,6.95,period,True
2341,4,20_drive,after,71697,wonky,non-habitual,non-habitual,11.12,period,True
2341,5,2_restaurant,after,76761,ordinary,non-habitual,non-habitual,19.61,period,True
2341,6,13_bus,after,56194,wonky,habitual,non-habitual,76.83,period,True
2341,1,21_pizza,after,68198,ordinary,habitual,script,69.61,period,True
2341,2,23_library,before,48968,ordinary,,script,81.31,period,True
2341,3,11_skydiving,before,101975,wonky,,script,78.75,period,True
2341,4,20_drive,after,71697,wonky,non-habitual,script,91.09,period,True
2341,5,2_restaurant,after,76761,ordinary,non-habitual,script,81.31,period,True
2341,6,13_bus,after,56194,wonky,habitual,script,87.24,period,True
2341,1,21_pizza,after,68198,ordinary,habitual,interaction,74.58,period,True
2341,2,23_library,before,48968,ordinary,,interaction,81.95,period,True
2341,3,11_skydiving,before,101975,wonky,,interaction,67.69,period,True
2341,4,20_drive,after,71697,wonky,non-habitual,interaction,95.42,period,True
2341,5,2_restaurant,after,76761,ordinary,non-habitual,interaction,85.16,period,True
2341,6,13_bus,after,56194,wonky,habitual,interaction,21.7,period,True
2340,1,23_library,after,21619,ordinary,habitual,habitual,99.63,period,True
2340,2,17_airplane,after,22653,wonky,habitual,habitual,51.97,period,True
2340,3,4_subway,after,15614,wonky,non-habitual,habitual,0.83,period,True
2340,4,3_feed_dog,before,15445,wonky,,habitual,36.69,period,True
2340,5,9_doctor,before,14896,ordinary,,habitual,50.28,period,True
2340,6,14_clothes,after,15710,ordinary,non-habitual,habitual,99.13,period,True
2340,1,23_library,after,21619,ordinary,habitual,non-habitual,77.15,period,True
2340,2,17_airplane,after,22653,wonky,habitual,non-habitual,74.35,period,True
2340,3,4_subway,after,15614,wonky,non-habitual,non-habitual,27.1,period,True
2340,4,3_feed_dog,before,15445,wonky,,non-habitual,87.44,period,True
2340,5,9_doctor,before,14896,ordinary,,non-habitual,49.78,period,True
2340,6,14_clothes,after,15710,ordinary,non-habitual,non-habitual,50.38,period,True
2340,1,23_library,after,21619,ordinary,habitual,script,99.33,period,True
2340,2,17_airplane,after,22653,wonky,habitual,script,73.85,period,True
2340,3,4_subway,after,15614,wonky,non-habitual,script,82.64,period,True
2340,4,3_feed_dog,before,15445,wonky,,script,98.73,period,True
2340,5,9_doctor,before,14896,ordinary,,script,49.08,period,True
2340,6,14_clothes,after,15710,ordinary,non-habitual,script,26.7,period,True
2340,1,23_library,after,21619,ordinary,habitual,interaction,68.36,period,True
2340,2,17_airplane,after,22653,wonky,habitual,interaction,51.38,period,True
2340,3,4_subway,after,15614,wonky,non-habitual,interaction,44.08,period,True
2340,4,3_feed_dog,before,15445,wonky,,interaction,40.59,period,True
2340,5,9_doctor,before,14896,ordinary,,interaction,66.06,period,True
2340,6,14_clothes,after,15710,ordinary,non-habitual,interaction,31.89,period,True
2339,1,18_hair,after,44095,ordinary,non-habitual,habitual,95.56,period,True
2339,2,5_fueling,before,43175,ordinary,,habitual,96.08,period,True
2339,3,11_skydiving,after,58197,wonky,habitual,habitual,31.27,period,True
2339,4,9_doctor,after,62491,wonky,non-habitual,habitual,20.69,period,True
2339,5,19_exhibit,after,51016,ordinary,habitual,habitual,94.35,period,True
2339,6,20_drive,before,46930,wonky,,habitual,50.39,period,True
2339,1,18_hair,after,44095,ordinary,non-habitual,non-habitual,14.97,period,True
2339,2,5_fueling,before,43175,ordinary,,non-habitual,13.59,period,True
2339,3,11_skydiving,after,58197,wonky,habitual,non-habitual,5.62,period,True
2339,4,9_doctor,after,62491,wonky,non-habitual,non-habitual,28.32,period,True
2339,5,19_exhibit,after,51016,ordinary,habitual,non-habitual,32.65,period,True
2339,6,20_drive,before,46930,wonky,,non-habitual,7.12,period,True
2339,1,18_hair,after,44095,ordinary,non-habitual,script,27.8,period,True
2339,2,5_fueling,before,43175,ordinary,,script,75.11,period,True
2339,3,11_skydiving,after,58197,wonky,habitual,script,76.33,period,True
2339,4,9_doctor,after,62491,wonky,non-habitual,script,46.52,period,True
2339,5,19_exhibit,after,51016,ordinary,habitual,script,74.42,period,True
2339,6,20_drive,before,46930,wonky,,script,82.93,period,True
2339,1,18_hair,after,44095,ordinary,non-habitual,interaction,77.02,period,True
2339,2,5_fueling,before,43175,ordinary,,interaction,49.98,period,True
2339,3,11_skydiving,after,58197,wonky,habitual,interaction,48.94,period,True
2339,4,9_doctor,after,62491,wonky,non-habitual,interaction,27.8,period,True
2339,5,19_exhibit,after,51016,ordinary,habitual,interaction,49.29,period,True
2339,6,20_drive,before,46930,wonky,,interaction,75.09,period,True
2338,1,15_pasta,after,66243,ordinary,non-habitual,habitual,73.34,period,True
2338,2,2_restaurant,after,73485,wonky,non-habitual,habitual,20.85,period,True
2338,3,6_swimming,after,64925,ordinary,habitual,habitual,100,period,True
2338,4,4_subway,before,55812,ordinary,,habitual,100,period,True
2338,5,21_pizza,after,75109,wonky,habitual,habitual,0,period,True
2338,6,17_airplane,before,42486,wonky,,habitual,16.83,period,True
2338,1,15_pasta,after,66243,ordinary,non-habitual,non-habitual,32.2,period,True
2338,2,2_restaurant,after,73485,wonky,non-habitual,non-habitual,74.04,period,True
2338,3,6_swimming,after,64925,ordinary,habitual,non-habitual,15.42,period,True
2338,4,4_subway,before,55812,ordinary,,non-habitual,86.1,period,True
2338,5,21_pizza,after,75109,wonky,habitual,non-habitual,0,period,True
2338,6,17_airplane,before,42486,wonky,,non-habitual,82.2,period,True
2338,1,15_pasta,after,66243,ordinary,non-habitual,script,49.58,period,True
2338,2,2_restaurant,after,73485,wonky,non-habitual,script,73.45,period,True
2338,3,6_swimming,after,64925,ordinary,habitual,script,73.1,period,True
2338,4,4_subway,before,55812,ordinary,,script,74.64,period,True
2338,5,21_pizza,after,75109,wonky,habitual,script,75.94,period,True
2338,6,17_airplane,before,42486,wonky,,script,71.33,period,True
2338,1,15_pasta,after,66243,ordinary,non-habitual,interaction,70.26,period,True
2338,2,2_restaurant,after,73485,wonky,non-habitual,interaction,57.5,period,True
2338,3,6_swimming,after,64925,ordinary,habitual,interaction,74.4,period,True
2338,4,4_subway,before,55812,ordinary,,interaction,67.43,period,True
2338,5,21_pizza,after,75109,wonky,habitual,interaction,80.07,period,True
2338,6,17_airplane,before,42486,wonky,,interaction,66.6,period,True
2337,1,6_swimming,before,47358,wonky,,habitual,83.23,period,True
2337,2,13_bus,after,49060,wonky,non-habitual,habitual,8.07,period,True
2337,3,14_clothes,after,44278,ordinary,habitual,habitual,65.77,period,True
2337,4,12_letter,after,48713,ordinary,non-habitual,habitual,95.09,period,True
2337,5,8_work,after,45569,wonky,habitual,habitual,80.83,period,True
2337,6,23_library,before,37330,ordinary,,habitual,99.42,period,True
2337,1,6_swimming,before,47358,wonky,,non-habitual,38.68,period,True
2337,2,13_bus,after,49060,wonky,non-habitual,non-habitual,34.84,period,True
2337,3,14_clothes,after,44278,ordinary,habitual,non-habitual,48.62,period,True
2337,4,12_letter,after,48713,ordinary,non-habitual,non-habitual,73.3,period,True
2337,5,8_work,after,45569,wonky,habitual,non-habitual,62.4,period,True
2337,6,23_library,before,37330,ordinary,,non-habitual,47.98,period,True
2337,1,6_swimming,before,47358,wonky,,script,68.81,period,True
2337,2,13_bus,after,49060,wonky,non-habitual,script,77.79,period,True
2337,3,14_clothes,after,44278,ordinary,habitual,script,44.93,period,True
2337,4,12_letter,after,48713,ordinary,non-habitual,script,84.2,period,True
2337,5,8_work,after,45569,wonky,habitual,script,49.9,period,True
2337,6,23_library,before,37330,ordinary,,script,81.95,period,True
2337,1,6_swimming,before,47358,wonky,,interaction,81.31,period,True
2337,2,13_bus,after,49060,wonky,non-habitual,interaction,15.61,period,True
2337,3,14_clothes,after,44278,ordinary,habitual,interaction,48.62,period,True
2337,4,12_letter,after,48713,ordinary,non-habitual,interaction,80.67,period,True
2337,5,8_work,after,45569,wonky,habitual,interaction,72.66,period,True
2337,6,23_library,before,37330,ordinary,,interaction,60.64,period,True
2336,1,13_bus,before,42693,ordinary,,habitual,98.39,period,True
2336,2,9_doctor,after,37390,wonky,habitual,habitual,9.9,period,True
2336,3,18_hair,after,43557,ordinary,habitual,habitual,100,period,True
2336,4,20_drive,before,34322,wonky,,habitual,100,period,True
2336,5,2_restaurant,after,40384,wonky,non-habitual,habitual,0.86,period,True
2336,6,7_train,after,50536,ordinary,non-habitual,habitual,100,period,True
2336,1,13_bus,before,42693,ordinary,,non-habitual,20.95,period,True
2336,2,9_doctor,after,37390,wonky,habitual,non-habitual,46.92,period,True
2336,3,18_hair,after,43557,ordinary,habitual,non-habitual,21.65,period,True
2336,4,20_drive,before,34322,wonky,,non-habitual,23.42,period,True
2336,5,2_restaurant,after,40384,wonky,non-habitual,non-habitual,59.14,period,True
2336,6,7_train,after,50536,ordinary,non-habitual,non-habitual,29.06,period,True
2336,1,13_bus,before,42693,ordinary,,script,78.53,period,True
2336,2,9_doctor,after,37390,wonky,habitual,script,48.8,period,True
2336,3,18_hair,after,43557,ordinary,habitual,script,57.73,period,True
2336,4,20_drive,before,34322,wonky,,script,87.34,period,True
2336,5,2_restaurant,after,40384,wonky,non-habitual,script,79.12,period,True
2336,6,7_train,after,50536,ordinary,non-habitual,script,83.11,period,True
2336,1,13_bus,before,42693,ordinary,,interaction,36.23,period,True
2336,2,9_doctor,after,37390,wonky,habitual,interaction,20.13,period,True
2336,3,18_hair,after,43557,ordinary,habitual,interaction,76.53,period,True
2336,4,20_drive,before,34322,wonky,,interaction,77.71,period,True
2336,5,2_restaurant,after,40384,wonky,non-habitual,interaction,40.46,period,True
2336,6,7_train,after,50536,ordinary,non-habitual,interaction,25.88,period,True
2335,1,1_grocery,after,36272,ordinary,non-habitual,habitual,99.62,period,True
2335,2,15_pasta,after,30058,ordinary,habitual,habitual,98.58,period,True
2335,3,4_subway,before,30457,wonky,,habitual,99.55,period,True
2335,4,24_laundry,before,26639,ordinary,,habitual,99.55,period,True
2335,5,17_airplane,after,38797,wonky,habitual,habitual,82.28,period,True
2335,6,11_skydiving,after,38472,wonky,non-habitual,habitual,19.54,period,True
2335,1,1_grocery,after,36272,ordinary,non-habitual,non-habitual,49.68,period,True
2335,2,15_pasta,after,30058,ordinary,habitual,non-habitual,2.98,period,True
2335,3,4_subway,before,30457,wonky,,non-habitual,30.33,period,True
2335,4,24_laundry,before,26639,ordinary,,non-habitual,97.5,period,True
2335,5,17_airplane,after,38797,wonky,habitual,non-habitual,80.99,period,True
2335,6,11_skydiving,after,38472,wonky,non-habitual,non-habitual,12.17,period,True
2335,1,1_grocery,after,36272,ordinary,non-habitual,script,72.32,period,True
2335,2,15_pasta,after,30058,ordinary,habitual,script,49.29,period,True
2335,3,4_subway,before,30457,wonky,,script,83.2,period,True
2335,4,24_laundry,before,26639,ordinary,,script,99.67,period,True
2335,5,17_airplane,after,38797,wonky,habitual,script,49.55,period,True
2335,6,11_skydiving,after,38472,wonky,non-habitual,script,49.68,period,True
2335,1,1_grocery,after,36272,ordinary,non-habitual,interaction,76.46,period,True
2335,2,15_pasta,after,30058,ordinary,habitual,interaction,82.02,period,True
2335,3,4_subway,before,30457,wonky,,interaction,70.3,period,True
2335,4,24_laundry,before,26639,ordinary,,interaction,86.39,period,True
2335,5,17_airplane,after,38797,wonky,habitual,interaction,81.38,period,True
2335,6,11_skydiving,after,38472,wonky,non-habitual,interaction,50.2,period,True
2334,1,19_exhibit,before,28305,wonky,,habitual,76.94,period,True
2334,2,5_fueling,after,41937,wonky,habitual,habitual,26.84,period,True
2334,3,16_baking,after,49148,wonky,non-habitual,habitual,49.64,period,True
2334,4,15_pasta,after,34206,ordinary,non-habitual,habitual,49.84,period,True
2334,5,12_letter,after,44890,ordinary,habitual,habitual,74.14,period,True
2334,6,18_hair,before,28694,ordinary,,habitual,71.74,period,True
2334,1,19_exhibit,before,28305,wonky,,non-habitual,4.24,period,True
2334,2,5_fueling,after,41937,wonky,habitual,non-habitual,49.74,period,True
2334,3,16_baking,after,49148,wonky,non-habitual,non-habitual,48.84,period,True
2334,4,15_pasta,after,34206,ordinary,non-habitual,non-habitual,50.64,period,True
2334,5,12_letter,after,44890,ordinary,habitual,non-habitual,49.14,period,True
2334,6,18_hair,before,28694,ordinary,,non-habitual,48.94,period,True
2334,1,19_exhibit,before,28305,wonky,,script,75.84,period,True
2334,2,5_fueling,after,41937,wonky,habitual,script,77.44,period,True
2334,3,16_baking,after,49148,wonky,non-habitual,script,49.14,period,True
2334,4,15_pasta,after,34206,ordinary,non-habitual,script,49.14,period,True
2334,5,12_letter,after,44890,ordinary,habitual,script,76.14,period,True
2334,6,18_hair,before,28694,ordinary,,script,84.14,period,True
2334,1,19_exhibit,before,28305,wonky,,interaction,64.84,period,True
2334,2,5_fueling,after,41937,wonky,habitual,interaction,49.24,period,True
2334,3,16_baking,after,49148,wonky,non-habitual,interaction,76.24,period,True
2334,4,15_pasta,after,34206,ordinary,non-habitual,interaction,68.84,period,True
2334,5,12_letter,after,44890,ordinary,habitual,interaction,76.44,period,True
2334,6,18_hair,before,28694,ordinary,,interaction,48.84,period,True
2333,1,21_pizza,before,76334,wonky,,habitual,43.39,period,True
2333,2,9_doctor,after,73455,ordinary,habitual,habitual,63.49,period,True
2333,3,19_exhibit,before,83660,ordinary,,habitual,98.74,period,True
2333,4,18_hair,after,88523,wonky,habitual,habitual,52.68,period,True
2333,5,23_library,after,84511,wonky,non-habitual,habitual,34.93,period,True
2333,6,11_skydiving,after,89319,ordinary,non-habitual,habitual,98.04,period,True
2333,1,21_pizza,before,76334,wonky,,non-habitual,57.73,period,True
2333,2,9_doctor,after,73455,ordinary,habitual,non-habitual,55.61,period,True
2333,3,19_exhibit,before,83660,ordinary,,non-habitual,51.38,period,True
2333,4,18_hair,after,88523,wonky,habitual,non-habitual,90.4,period,True
2333,5,23_library,after,84511,wonky,non-habitual,non-habitual,34.58,period,True
2333,6,11_skydiving,after,89319,ordinary,non-habitual,non-habitual,57.97,period,True
2333,1,21_pizza,before,76334,wonky,,script,83.93,period,True
2333,2,9_doctor,after,73455,ordinary,habitual,script,63.49,period,True
2333,3,19_exhibit,before,83660,ordinary,,script,86.4,period,True
2333,4,18_hair,after,88523,wonky,habitual,script,91.22,period,True
2333,5,23_library,after,84511,wonky,non-habitual,script,73.95,period,True
2333,6,11_skydiving,after,89319,ordinary,non-habitual,script,49.39,period,True
2333,1,21_pizza,before,76334,wonky,,interaction,72.18,period,True
2333,2,9_doctor,after,73455,ordinary,habitual,interaction,51.97,period,True
2333,3,19_exhibit,before,83660,ordinary,,interaction,58.91,period,True
2333,4,18_hair,after,88523,wonky,habitual,interaction,37.17,period,True
2333,5,23_library,after,84511,wonky,non-habitual,interaction,79.82,period,True
2333,6,11_skydiving,after,89319,ordinary,non-habitual,interaction,49.97,period,True
2332,1,13_bus,after,34794,ordinary,habitual,habitual,100,period,True
2332,2,9_doctor,after,30058,ordinary,non-habitual,habitual,25.4,period,True
2332,3,6_swimming,after,44236,wonky,habitual,habitual,82.14,period,True
2332,4,3_feed_dog,before,34780,ordinary,,habitual,100,period,True
2332,5,18_hair,before,35757,wonky,,habitual,26.1,period,True
2332,6,5_fueling,after,32806,wonky,non-habitual,habitual,0,period,True
2332,1,13_bus,after,34794,ordinary,habitual,non-habitual,10.12,period,True
2332,2,9_doctor,after,30058,ordinary,non-habitual,non-habitual,51.57,period,True
2332,3,6_swimming,after,44236,wonky,habitual,non-habitual,23.3,period,True
2332,4,3_feed_dog,before,34780,ordinary,,non-habitual,0,period,True
2332,5,18_hair,before,35757,wonky,,non-habitual,49.88,period,True
2332,6,5_fueling,after,32806,wonky,non-habitual,non-habitual,21.21,period,True
2332,1,13_bus,after,34794,ordinary,habitual,script,81.64,period,True
2332,2,9_doctor,after,30058,ordinary,non-habitual,script,25.7,period,True
2332,3,6_swimming,after,44236,wonky,habitual,script,81.84,period,True
2332,4,3_feed_dog,before,34780,ordinary,,script,100,period,True
2332,5,18_hair,before,35757,wonky,,script,100,period,True
2332,6,5_fueling,after,32806,wonky,non-habitual,script,80.75,period,True
2332,1,13_bus,after,34794,ordinary,habitual,interaction,21.9,period,True
2332,2,9_doctor,after,30058,ordinary,non-habitual,interaction,22,period,True
2332,3,6_swimming,after,44236,wonky,habitual,interaction,89.44,period,True
2332,4,3_feed_dog,before,34780,ordinary,,interaction,74.65,period,True
2332,5,18_hair,before,35757,wonky,,interaction,50.58,period,True
2332,6,5_fueling,after,32806,wonky,non-habitual,interaction,48.68,period,True
2331,1,2_restaurant,before,35997,wonky,,habitual,22.82,period,True
2331,2,6_swimming,after,44640,ordinary,habitual,habitual,97.74,period,True
2331,3,9_doctor,before,19557,ordinary,,habitual,20.12,period,True
2331,4,17_airplane,after,66494,wonky,habitual,habitual,80.51,period,True
2331,5,1_grocery,after,120992,ordinary,non-habitual,habitual,97,period,True
2331,6,11_skydiving,after,26267,wonky,non-habitual,habitual,96.16,period,True
2331,1,2_restaurant,before,35997,wonky,,non-habitual,23.07,period,True
2331,2,6_swimming,after,44640,ordinary,habitual,non-habitual,30.33,period,True
2331,3,9_doctor,before,19557,ordinary,,non-habitual,49.64,period,True
2331,4,17_airplane,after,66494,wonky,habitual,non-habitual,95.62,period,True
2331,5,1_grocery,after,120992,ordinary,non-habitual,non-habitual,48.34,period,True
2331,6,11_skydiving,after,26267,wonky,non-habitual,non-habitual,96.07,period,True
2331,1,2_restaurant,before,35997,wonky,,script,49.07,period,True
2331,2,6_swimming,after,44640,ordinary,habitual,script,79.23,period,True
2331,3,9_doctor,before,19557,ordinary,,script,20.4,period,True
2331,4,17_airplane,after,66494,wonky,habitual,script,84.14,period,True
2331,5,1_grocery,after,120992,ordinary,non-habitual,script,73.41,period,True
2331,6,11_skydiving,after,26267,wonky,non-habitual,script,49.27,period,True
2331,1,2_restaurant,before,35997,wonky,,interaction,13.66,period,True
2331,2,6_swimming,after,44640,ordinary,habitual,interaction,76.48,period,True
2331,3,9_doctor,before,19557,ordinary,,interaction,26.34,period,True
2331,4,17_airplane,after,66494,wonky,habitual,interaction,33.18,period,True
2331,5,1_grocery,after,120992,ordinary,non-habitual,interaction,84.89,period,True
2331,6,11_skydiving,after,26267,wonky,non-habitual,interaction,28.85,period,True
2330,1,22_dishes,after,38779,wonky,non-habitual,habitual,21.7,period,True
2330,2,3_feed_dog,after,33341,ordinary,habitual,habitual,88.64,period,True
2330,3,10_shampoo,before,25523,ordinary,,habitual,96.27,period,True
2330,4,23_library,after,32032,wonky,habitual,habitual,66.98,period,True
2330,5,14_clothes,after,20133,ordinary,non-habitual,habitual,75.84,period,True
